Date,Open,High,Low,Close,Adj Close,Volume
1997-07-01,725.028992,732.515991,724.994995,731.619019,731.597290,0
1997-07-02,731.752991,734.018005,727.452026,730.155029,730.133362,0
1997-07-03,730.481995,735.492004,729.562988,735.492004,735.470154,0
1997-07-04,735.825012,736.596985,733.885986,736.596985,736.575134,0
1997-07-07,736.617981,739.833008,735.773987,738.005981,737.984070,0
1997-07-08,738.020996,741.544006,737.833984,740.833008,740.810974,0
1997-07-09,740.942017,742.953979,737.064026,738.138000,738.116089,0
1997-07-10,738.166016,738.401978,724.252991,729.151001,729.129395,0
1997-07-11,729.437988,729.515991,721.330994,723.416016,723.394531,0
1997-07-14,723.690979,725.202026,719.523987,722.497986,722.476501,0
1997-07-15,722.674011,725.117981,720.103027,722.208984,722.187561,0
1997-07-16,723.679016,725.234009,721.202026,723.502991,723.481506,0
1997-07-17,null,null,null,null,null,null
1997-07-18,723.546997,726.489014,720.932007,724.000000,723.978516,0
1997-07-21,724.392029,724.669983,710.612976,712.401978,712.380798,0
1997-07-22,712.674011,713.836975,710.145996,711.440979,711.419861,0
1997-07-23,711.768005,718.189026,711.768005,718.189026,718.167725,0
1997-07-24,718.539978,720.575989,709.817993,712.046021,712.024841,0
1997-07-25,712.046021,712.271973,707.416992,710.057983,710.036926,0
1997-07-28,710.499023,712.304993,709.315979,710.818970,710.797913,0
1997-07-29,710.818970,716.354980,710.818970,716.354980,716.333679,0
1997-07-30,716.431030,721.979004,716.322998,721.979004,721.957581,0
1997-07-31,722.344971,724.250977,717.000000,721.270020,721.248596,0
1997-08-01,721.497009,722.223022,719.060974,721.771973,721.750549,0
1997-08-04,721.245972,721.901001,717.359985,718.708984,718.687622,0
1997-08-05,718.799011,719.931030,711.247009,713.880005,713.858826,0
1997-08-06,713.979004,714.046997,695.754028,699.856018,699.835266,0
1997-08-07,699.856018,699.856018,673.718994,677.838989,677.818909,0
1997-08-08,677.939026,684.132996,671.747009,675.435974,675.415894,0
1997-08-11,675.435974,675.435974,636.387024,658.169983,658.150452,0
1997-08-12,658.622009,667.825989,647.176025,662.947021,662.927368,0
1997-08-13,662.338013,663.546021,654.190002,658.604004,658.584473,0
1997-08-14,658.604004,660.538025,638.616028,643.010986,642.991882,0
1997-08-15,641.908020,641.908020,611.624023,617.705994,617.687622,0
1997-08-18,617.705994,617.705994,565.778992,599.635986,599.618164,0
1997-08-19,598.898010,612.208008,585.586975,590.530029,590.512512,0
1997-08-20,590.151978,595.838013,589.224976,593.171021,593.153442,0
1997-08-21,594.812988,610.309021,594.812988,603.059998,603.042114,0
1997-08-22,602.818970,602.818970,570.122009,574.395020,574.377991,0
1997-08-25,572.411987,572.411987,532.721985,540.929016,540.912964,0
1997-08-26,540.419006,556.724976,517.395020,554.237976,554.221497,0
1997-08-27,554.237976,561.247009,551.981018,555.461975,555.445496,0
1997-08-28,554.692017,554.692017,528.406006,530.366028,530.350281,0
1997-08-29,529.073975,529.073975,491.910004,493.962006,493.947357,0
1997-09-01,493.598999,499.730011,484.022003,485.968994,485.954559,0
1997-09-02,486.526001,489.950012,475.471008,479.014008,478.999786,0
1997-09-03,485.276001,513.366028,485.276001,512.388000,512.372803,0
1997-09-04,518.396973,533.869995,518.396973,533.869995,533.854126,0
1997-09-05,540.310974,594.112976,540.310974,594.112976,594.095398,0
1997-09-08,598.531982,614.866028,589.984009,600.310974,600.293152,0
1997-09-09,606.395996,615.133972,593.112976,598.004028,597.986267,0
1997-09-10,597.791992,598.596008,572.757996,575.015991,574.998962,0
1997-09-11,574.218018,574.218018,554.206970,556.135986,556.119507,0
1997-09-12,555.307007,555.307007,544.138977,546.637024,546.620850,0
1997-09-15,547.632996,554.869019,547.205017,550.760986,550.744629,0
1997-09-16,551.052979,554.291992,533.278992,534.828979,534.813110,0
1997-09-17,534.497009,535.612000,524.346985,526.737000,526.721375,0
